DATAFLOW,FREQ,REF_AREA,DATA_TYPE,PURCHASE_PRODUCTS,SOLD_PRODUCTS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_PURCHASE_PRODUCTS,NOTE_SOLD_PRODUCTS,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,PLANTDFLO,2020,115.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,PLANTDFLO,2021,120,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,PLANTDFLO,2022,133.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,PLANTDFLO,2023,137,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2016,119.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2017,113.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2018,108.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2019,119.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2020,116.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2021,119.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2022,139.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POTAT,2023,194.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2016,89.8,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2017,98.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2018,99.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2019,98,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2020,97.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2021,106,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2022,141.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,POULT,2023,130.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2016,96.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2017,95.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2018,93.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2019,95.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2020,96.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2021,98.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2022,110.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,SHEEPGOAT,2023,115.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2016,97,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2017,105,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2018,105.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2019,107.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2020,108.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2021,117.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2022,141.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT,2023,145.8,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2016,96,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2017,103.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2018,104.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2019,105.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2020,103.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2021,114.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2022,144.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,TOTAGRICOUT_NOFV,2023,145.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2016,95.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2017,109.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2018,103.3,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2019,112.8,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2020,115,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2021,117.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2022,136.3,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,VEGETSAND,2023,141.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2016,78.6,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2017,78.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2018,81.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2019,86.1,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2020,96.3,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2021,127.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2022,174.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WHEATSPEL,2023,132.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2015,100,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2016,99.4,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2017,105.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2018,118.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2019,107.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2020,106.2,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2021,106.3,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2022,116.5,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,68,ALL,WINE,2023,112.9,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,74,ALL,ANIMA,2015,,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,74,ALL,ANIMA,2016,-1.7,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,74,ALL,ANIMA,2017,8.3,,,,,,,,,,
IT1:101_12_DF_DCSP_PREZZIAGR_4(1.0),A,IT,74,ALL,ANIMA,2018,-3.6,,,,,,,,,,
